@relation amazonReview
@attribute "-" numeric
@attribute ")" numeric
@attribute "(" numeric
@attribute "/" numeric
@attribute "_" numeric
@attribute "*" numeric
@attribute "+" numeric
@attribute "&" numeric
@attribute "%" numeric
@attribute "~" numeric
@attribute "$" numeric
@attribute "]" numeric
@attribute "[" numeric
@attribute "#" numeric
@attribute "\\" numeric
@attribute "=" numeric
@attribute "`" numeric
@attribute "<" numeric
@attribute ">" numeric
@attribute "|" numeric
@attribute class {Agresti, Ashbacher, Auken, Beauchamp, Blankenship, Brody, Brown, Bukowsky, CFH, Calvinnme, Chachra, Chandler, Chell, Cholette, Comdet, Corn, Cruiser, Cutey, Daneman, Davisson, Dent, Duff, Engineer, Goonan, Grove, Harp, Hayes, Janson, Johnson, Koenig}
@data
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chandler
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chandler
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chandler
4,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Chandler
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Chandler
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chandler
1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chandler
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chandler
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chandler
2,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Chandler
10,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chell
4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chell
8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chell
16,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Chell
6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chell
4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chell
2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chell
5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chell
2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chell
9,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chell
5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chell
13,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Chell
18,5,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Chell
11,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chell
3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chell
5,5,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Chell
6,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chell
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chell
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chell
8,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,Chell
3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chell
0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chell
6,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chell
15,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Chell
20,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chell
7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chell
4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chell
0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chell
8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chell
9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chell
2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Chell
17,3,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Chell
7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chell
5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chell
7,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chell
7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chell
4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chell
11,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chell
5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chell
2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chell
13,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chell
12,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chell
12,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chell
5,2,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Chell
7,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chell
4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chell
4,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Chell
16,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chell
5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chell
17,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chell
6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cholette
3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cholette
8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cholette
8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cholette
10,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Cholette
4,2,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,Cholette
6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cholette
7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cholette
7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cholette
2,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Cholette
6,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cholette
3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cholette
5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cholette
6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cholette
3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cholette
4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cholette
3,7,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Cholette
2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cholette
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cholette
7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cholette
11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cholette
17,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cholette
1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cholette
5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cholette
2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cholette
8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cholette
6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cholette
6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cholette
9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cholette
3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cholette
5,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Cholette
9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cholette
4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cholette
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cholette
10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cholette
3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cholette
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cholette
8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cholette
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cholette
6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cholette
17,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cholette
4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cholette
4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cholette
8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cholette
3,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cholette
1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cholette
8,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cholette
2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cholette
2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cholette
9,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cholette
5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comdet
4,3,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Comdet
0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comdet
4,8,3,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,Comdet
1,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comdet
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comdet
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comdet
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comdet
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comdet
4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comdet
4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comdet
5,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comdet
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comdet
4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comdet
4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comdet
8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comdet
7,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comdet
7,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comdet
1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comdet
1,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comdet
3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,Comdet
6,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,Comdet
4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comdet
8,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comdet
10,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comdet
9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comdet
6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comdet
7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comdet
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comdet
4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comdet
6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comdet
11,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comdet
7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comdet
5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comdet
2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comdet
8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comdet
4,3,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Comdet
10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comdet
11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comdet
5,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comdet
7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comdet
7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comdet
0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comdet
1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comdet
6,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Comdet
8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comdet
2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comdet
9,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comdet
4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comdet
2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comdet
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corn
2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corn
1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corn
0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corn
3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corn
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corn
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corn
3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corn
1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corn
0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corn
3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corn
3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corn
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corn
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corn
3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corn
2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corn
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corn
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corn
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corn
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corn
5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corn
2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corn
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corn
3,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Corn
2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corn
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corn
0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Corn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corn
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corn
2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corn
1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corn
0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corn
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corn
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corn
2,3,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Corn
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corn
2,2,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Corn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corn
3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corn
2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corn
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corn
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corn
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corn
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corn
1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cruiser
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cruiser
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cruiser
1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cruiser
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cruiser
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cruiser
0,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Cruiser
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cruiser
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cruiser
4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cruiser
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cruiser
3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cruiser
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cruiser
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cruiser
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cruiser
3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Cruiser
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cruiser
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cruiser
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cruiser
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cruiser
0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cruiser
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cruiser
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cruiser
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cruiser
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cruiser
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cruiser
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cruiser
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cruiser
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cruiser
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cruiser
0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cruiser
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cruiser
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cruiser
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cruiser
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cruiser
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cruiser
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cruiser
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cruiser
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cruiser
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cruiser
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cruiser
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cruiser
4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cruiser
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cruiser
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cruiser
2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cruiser
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Cruiser
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cruiser
2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cruiser
2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cruiser
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cutey
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cutey
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cutey
3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Cutey
0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cutey
0,1,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Cutey
3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cutey
1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cutey
1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cutey
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cutey
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cutey
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cutey
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cutey
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cutey
2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cutey
1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cutey
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cutey
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cutey
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cutey
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cutey
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cutey
1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cutey
0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cutey
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cutey
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cutey
16,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cutey
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cutey
0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cutey
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cutey
2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Cutey
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cutey
2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cutey
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cutey
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Cutey
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cutey
3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cutey
1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cutey
2,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Cutey
0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cutey
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cutey
2,7,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cutey
2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cutey
2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cutey
